id,quality
2998,6
2999,6
3000,6
3001,6
3002,8
3003,6
3004,5
3005,6
3006,6
3007,5
3008,6
3009,6
3010,5
3011,5
3012,5
3013,7
3014,6
3015,6
3016,6
3017,6
3018,7
3019,7
3020,6
3021,5
3022,6
3023,5
3024,5
3025,6
3026,7
3027,5
3028,7
3029,6
3030,6
3031,6
3032,5
3033,6
3034,7
3035,5
3036,6
3037,6
3038,7
3039,7
3040,6
3041,5
3042,6
3043,6
3044,7
3045,6
3046,5
3047,6
3048,6
3049,6
3050,6
3051,6
3052,5
3053,7
3054,6
3055,5
3056,6
3057,7
3058,5
3059,5
3060,7
3061,6
3062,6
3063,7
3064,5
3065,5
3066,6
3067,5
3068,7
3069,6
3070,6
3071,6
3072,6
3073,6
3074,6
3075,6
3076,6
3077,7
3078,6
3079,6
3080,5
3081,5
3082,6
3083,4
3084,5
3085,5
3086,6
3087,6
3088,7
3089,6
3090,5
3091,6
3092,6
3093,4
3094,6
3095,7
3096,5
3097,5
3098,7
3099,6
3100,5
3101,5
3102,6
3103,5
3104,6
3105,5
3106,6
3107,4
3108,5
3109,6
3110,6
3111,6
3112,8
3113,6
3114,6
3115,6
3116,6
3117,5
3118,7
3119,6
3120,6
3121,6
3122,6
3123,6
3124,7
3125,6
3126,5
3127,6
3128,5
3129,6
3130,5
3131,6
3132,5
3133,6
3134,5
3135,6
3136,5
3137,5
3138,6
3139,5
3140,6
3141,5
3142,6
3143,5
3144,5
3145,6
3146,6
3147,6
3148,7
3149,7
3150,6
3151,6
3152,6
3153,6
3154,5
3155,7
3156,5
3157,6
3158,6
3159,6
3160,6
3161,5
3162,6
3163,6
3164,6
3165,4
3166,8
3167,7
3168,5
3169,6
3170,5
3171,5
3172,5
3173,6
3174,6
3175,5
3176,5
3177,6
3178,5
3179,6
3180,6
3181,6
3182,6
3183,8
3184,5
3185,5
3186,6
3187,6
3188,5
3189,5
3190,6
3191,6
3192,6
3193,7
3194,7
3195,5
3196,6
3197,5
3198,6
3199,6
3200,5
3201,6
3202,6
3203,6
3204,5
3205,5
3206,5
3207,6
3208,4
3209,6
3210,5
3211,5
3212,5
3213,6
3214,5
3215,6
3216,6
3217,5
3218,5
3219,6
3220,6
3221,6
3222,7
3223,5
3224,6
3225,6
3226,6
3227,5
3228,8
3229,5
3230,8
3231,6
